codigo_municipio;codigo_proyecto;codigo_recurso;año;trimestre;tipo_contraprestacion;valor_contraprestacion;cantidad_producida
5034;1;6;2023;1;REGALIAS;69003,00;0.00073
5034;1;6;2023;1;REGALIAS;218128,00;0.002346
5034;1;6;2023;2;REGALIAS;339962,00;0.003943
5034;1;6;2023;2;REGALIAS;152448,00;0.001647
5034;1;6;2023;2;REGALIAS;447549,00;0.004013
5036;1;8;2023;2;REGALIAS;88513450,00;4054
5036;1;11;2023;2;REGALIAS;7661537,00;5978
5040;1;5;2023;1;REGALIAS;1305418366,00;0.283556
5040;1;5;2023;1;REGALIAS;898930244,00;0.185687
5040;1;5;2023;1;REGALIAS;893955125,00;0.154877
5040;1;5;2023;2;REGALIAS;717588074,00;0.124597
5040;1;5;2023;2;REGALIAS;520772754,00;0.090779
5040;1;5;2023;2;REGALIAS;227339761,00;0.003454
5040;1;6;2023;1;REGALIAS;26587338,00;0.277844
5040;1;6;2023;1;REGALIAS;897202,00;0.015308
5040;1;6;2023;1;REGALIAS;798706,00;0.011671
5040;1;6;2023;2;REGALIAS;728095,00;0.010382
5040;1;6;2023;2;REGALIAS;64169,00;0.009863
5040;1;6;2023;2;REGALIAS;404274,00;0.004399
5040;1;12;2023;1;REGALIAS;3535050,00;0.000692
5042;1;13;2023;2;REGALIAS;20600506,00;174733.05
5042;1;2;2023;1;REGALIAS;3501224,00;29692.98
5042;1;2;2023;2;REGALIAS;3276698,00;24602.94
5042;1;4;2023;2;REGALIAS;2083287,00;2464.8
5042;1;5;2023;1;REGALIAS;20802893,00;0.002387
5042;1;5;2023;1;REGALIAS;43750846,00;0.000492
5042;1;5;2023;1;REGALIAS;66697251,00;0.007292
5042;1;5;2023;2;REGALIAS;37588092,00;0.004102
5042;1;5;2023;2;REGALIAS;73503066,00;0.007867
5042;1;5;2023;2;REGALIAS;66029186,00;0.007089
5042;1;6;2023;1;REGALIAS;63595,00;0.000592
5042;1;6;2023;1;REGALIAS;6804,00;0.000591
5042;1;6;2023;1;REGALIAS;123214,00;0.001073
5042;1;6;2023;2;REGALIAS;10884,00;0.000994
5042;1;6;2023;2;REGALIAS;190708,00;0.001767
5042;1;6;2023;2;REGALIAS;189457,00;0.001636
5044;1;5;2023;1;REGALIAS;810525,00;0.000088
5044;1;5;2023;2;REGALIAS;423727,00;0.000046
5044;1;5;2023;2;REGALIAS;1264694,00;0.000136
5044;1;6;2023;1;REGALIAS;1201,00;0.000011
5044;1;6;2023;2;REGALIAS;342,00;0.000003
5044;1;6;2023;2;REGALIAS;2356,00;0.000021
5045;1;1;2023;2;REGALIAS;2513376,00;28414
5055;1;5;2023;2;REGALIAS;1540008,00;0.000166
5055;1;6;2023;2;REGALIAS;2078,00;0.000018
5079;1;13;2023;2;REGALIAS;6816150,00;64379.1
5079;1;5;2023;1;REGALIAS;5460530,00;0.000624
5079;1;5;2023;1;REGALIAS;30869227,00;0.003584
5079;1;5;2023;1;REGALIAS;32666969,00;0.004048
5079;1;5;2023;2;REGALIAS;33033021,00;0.003902
5079;1;5;2023;2;REGALIAS;20136669,00;0.002164
5079;1;5;2023;2;REGALIAS;30262099,00;0.000344
5079;1;6;2023;1;REGALIAS;275102,00;0.002587
5079;1;6;2023;1;REGALIAS;325465,00;0.002951
5079;1;6;2023;1;REGALIAS;632373,00;0.005551
5079;1;6;2023;2;REGALIAS;391588,00;0.000362
5079;1;6;2023;2;REGALIAS;550558,00;0.005155
5079;1;6;2023;2;REGALIAS;385709,00;0.003356
5086;1;5;2023;1;REGALIAS;42261,00;0.000058
5086;1;5;2023;1;REGALIAS;650186,00;0.00009
5086;1;6;2023;1;REGALIAS;847,00;0.000009
5086;1;6;2023;1;REGALIAS;1077,00;0.000011
5088;1;2;2023;1;REGALIAS;5133382,00;29189.16
5088;1;2;2023;2;REGALIAS;6782691,00;34144.74
5088;1;4;2023;1;REGALIAS;19138966,00;216427.2
5088;1;4;2023;2;REGALIAS;13277146,00;105319.2
5088;1;5;2023;1;REGALIAS;1777097,00;0.000395
5088;1;5;2023;1;REGALIAS;569796,00;0.000124
5088;1;5;2023;2;REGALIAS;436452,00;0.000093
5088;1;5;2023;2;REGALIAS;827274,00;0.000178
5088;1;6;2023;1;REGALIAS;209,00;0.000036
5088;1;6;2023;1;REGALIAS;578,00;0.000011
5088;1;6;2023;2;REGALIAS;351,00;0.000007
5088;1;6;2023;2;REGALIAS;783,00;0.000014
5107;1;2;2023;1;REGALIAS;174099,00;0
5107;1;4;2023;1;REGALIAS;26045,00;0
5107;1;4;2023;2;REGALIAS;213247,00;0
5107;1;5;2023;1;REGALIAS;33118599,00;0.003763
5107;1;6;2023;1;REGALIAS;107123,00;0.000961
5113;1;14;2023;1;REGALIAS;85665830,00;0.621
5113;1;14;2023;1;REGALIAS;17633472,00;12.057
5113;1;14;2023;2;REGALIAS;213397547,00;127.699
5113;1;2;2023;2;REGALIAS;619112,00;3116.88
5113;1;3;2023;2;REGALIAS;4809782,00;68464
5113;1;5;2023;1;REGALIAS;5486655948,00;0.629377
5113;1;5;2023;1;REGALIAS;3480471046,00;0.379892
5113;1;5;2023;1;REGALIAS;8528109387,00;0.942389
5113;1;5;2023;2;REGALIAS;3648186420,00;0.390337
5113;1;5;2023;2;REGALIAS;8430824457,00;0.909334
5113;1;5;2023;2;REGALIAS;6635928630,00;0.712362
5113;1;6;2023;1;REGALIAS;213950805,00;2058344
5113;1;6;2023;1;REGALIAS;31660630,00;0.28
5113;1;6;2023;1;REGALIAS;411408205,00;3617243
5113;1;6;2023;2;REGALIAS;31177158,00;0.29
5113;1;6;2023;2;REGALIAS;343584435,00;3125859
5113;1;6;2023;2;REGALIAS;241601564,00;2131233
5120;1;2;2023;1;REGALIAS;26841,00;1526.04
5120;1;15;2023;2;REGALIAS;740,00;0
5120;1;4;2023;1;REGALIAS;58883,00;5275.2
5120;1;5;2023;1;REGALIAS;86748424,00;0.008775
5120;1;5;2023;1;REGALIAS;180241610,00;0.018289
5120;1;5;2023;1;REGALIAS;321612159,00;0.035929
5120;1;5;2023;2;REGALIAS;71253824,00;0.006564
5120;1;5;2023;2;REGALIAS;388468022,00;0.040319
5120;1;5;2023;2;REGALIAS;370433550,00;0.038381
5120;1;6;2023;1;REGALIAS;167987,00;0.001472
5120;1;6;2023;1;REGALIAS;253102,00;0.000223
5120;1;6;2023;1;REGALIAS;526108,00;0.004842
5120;1;6;2023;2;REGALIAS;58494,00;0.000547
5120;1;6;2023;2;REGALIAS;516889,00;0.004634
5120;1;6;2023;2;REGALIAS;44816,00;0.003941
5129;1;2;2023;1;REGALIAS;425941,00;92438.82
5138;1;5;2023;1;REGALIAS;85738201,00;0.009748
5138;1;5;2023;1;REGALIAS;69818400,00;0.007841
5138;1;5;2023;1;REGALIAS;89583368,00;0.009773
5138;1;5;2023;2;REGALIAS;56575517,00;0.006165
5138;1;5;2023;2;REGALIAS;159720850,00;0.017128
5138;1;5;2023;2;REGALIAS;91664081,00;0.009842
5138;1;6;2023;1;REGALIAS;236861,00;0.002122
5138;1;6;2023;1;REGALIAS;34978,00;0.000304
5138;1;6;2023;1;REGALIAS;91337,00;0.000796
5138;1;6;2023;2;REGALIAS;142207,00;0.001299
5138;1;6;2023;2;REGALIAS;362017,00;0.000331
5138;1;6;2023;2;REGALIAS;223103,00;0.001926
5142;1;5;2023;1;REGALIAS;6628058,00;0.000748
5142;1;5;2023;1;REGALIAS;14329114,00;0.001593
5142;1;6;2023;1;REGALIAS;859,00;0.000007
5142;1;6;2023;1;REGALIAS;35918,00;0.000312
5154;1;2;2023;1;REGALIAS;1281303,00;7285.14
5154;1;4;2023;1;REGALIAS;2810883,00;25185.6
5154;1;5;2023;1;REGALIAS;7400793020,00;0.831386
5154;1;5;2023;1;REGALIAS;9023954290,00;0.988322
5154;1;5;2023;1;REGALIAS;8353419595,00;0.934976
5154;1;5;2023;2;REGALIAS;6436707508,00;0.681943
5154;1;5;2023;2;REGALIAS;8293589807,00;0.881649
5154;1;5;2023;2;REGALIAS;7940074965,00;0.844063
5154;1;6;2023;1;REGALIAS;8070832,00;0.071122
5154;1;6;2023;1;REGALIAS;9650253,00;0.085269
5154;1;6;2023;1;REGALIAS;9193098,00;0.087391
5154;1;6;2023;2;REGALIAS;6843981,00;0.063688
5154;1;6;2023;2;REGALIAS;9680924,00;0.085317
5154;1;6;2023;2;REGALIAS;7831938,00;0.069072
5154;1;12;2023;2;REGALIAS;2637,00;0
5172;1;2;2023;2;REGALIAS;1298499,00;6536.7
5172;1;4;2023;2;REGALIAS;2420484,00;19.2
5190;1;2;2023;1;REGALIAS;133241,00;1112.94
5190;1;2;2023;2;REGALIAS;100352,00;505.44
5190;1;4;2023;2;REGALIAS;165241,00;1310.4
5190;1;5;2023;1;REGALIAS;1774344,00;0.0002
5190;1;5;2023;1;REGALIAS;2227291,00;0.000264
5190;1;5;2023;1;REGALIAS;2762205,00;0.000368
5190;1;5;2023;2;REGALIAS;4754972,00;0.000632
5190;1;5;2023;2;REGALIAS;1056658,00;0.00014
5190;1;6;2023;1;REGALIAS;1027,00;0.000009
5190;1;6;2023;1;REGALIAS;1849,00;0.00002
5190;1;6;2023;1;REGALIAS;4872,00;0.000053
5190;1;6;2023;2;REGALIAS;9472,00;0.000101
5190;1;6;2023;2;REGALIAS;1835,00;0.00002
5197;1;4;2023;1;REGALIAS;7558192,00;67718.4
5234;1;16;2023;1;REGALIAS;101666,00;6
5234;1;2;2023;1;REGALIAS;1386599,00;0
5234;1;2;2023;2;REGALIAS;1049317,00;0
5234;1;4;2023;1;REGALIAS;558712,00;0
5234;1;4;2023;2;REGALIAS;657723,00;0
5234;1;5;2023;1;REGALIAS;351432619,00;0.040008
5234;1;5;2023;1;REGALIAS;260033946,00;0.028368
5234;1;5;2023;1;REGALIAS;268421499,00;0.029253
5234;1;5;2023;2;REGALIAS;239122698,00;0.025565
5234;1;5;2023;2;REGALIAS;290525860,00;0.031159
5234;1;5;2023;2;REGALIAS;292403441,00;0.031421
5234;1;6;2023;1;REGALIAS;356511,00;0.003199
5234;1;6;2023;1;REGALIAS;47224,00;0.004104
5234;1;6;2023;1;REGALIAS;546319,00;0.004928
5234;1;6;2023;2;REGALIAS;47043,00;0.004397
5234;1;6;2023;2;REGALIAS;596687,00;0.005234
5234;1;6;2023;2;REGALIAS;561646,00;0.004929
5234;1;12;2023;2;REGALIAS;1214,00;0
5237;1;2;2023;1;REGALIAS;341038,00;1939.14
5237;1;4;2023;1;REGALIAS;329479,00;295.2
5237;1;5;2023;1;REGALIAS;115648,00;0.000016
5237;1;5;2023;2;REGALIAS;2299,00;0.000033
5237;1;5;2023;2;REGALIAS;124608,00;0.000017
5237;1;5;2023;2;REGALIAS;331678,00;0.000047
5237;1;6;2023;1;REGALIAS;257,00;0.000003
5237;1;6;2023;2;REGALIAS;263,00;0.000003
5237;1;6;2023;2;REGALIAS;113,00;0.000001
5237;1;6;2023;2;REGALIAS;575,00;0.000006
5240;1;5;2023;2;REGALIAS;696171,00;0.000075
5240;1;5;2023;2;REGALIAS;805998,00;0.000087
5240;1;6;2023;2;REGALIAS;1692,00;0.000015
5240;1;6;2023;2;REGALIAS;1491,00;0.000013
5250;1;5;2023;1;REGALIAS;2252224949,00;0.356524
5250;1;5;2023;1;REGALIAS;3142177471,00;0.462744
5250;1;5;2023;1;REGALIAS;1866925607,00;0.261853
5250;1;5;2023;2;REGALIAS;2850256232,00;0.416657
5250;1;5;2023;2;REGALIAS;2738117526,00;0.426997
5250;1;5;2023;2;REGALIAS;2839989321,00;0.438966
5250;1;6;2023;1;REGALIAS;2955041,00;0.035339
5250;1;6;2023;1;REGALIAS;4003967,00;0.046243
5250;1;6;2023;1;REGALIAS;2456892,00;0.027887
5250;1;6;2023;2;REGALIAS;3270538,00;0.041457
5250;1;6;2023;2;REGALIAS;3317922,00;0.041694
5250;1;6;2023;2;REGALIAS;3609499,00;0.044686
5250;1;12;2023;2;REGALIAS;29315,00;0.000005
5266;1;3;2023;1;REGALIAS;486,00;0
5266;1;3;2023;2;REGALIAS;430,00;0
5266;1;4;2023;1;REGALIAS;7151,00;0
5266;1;4;2023;2;REGALIAS;77146,00;0
5282;1;2;2023;2;REGALIAS;801498,00;4035.42
5282;1;4;2023;1;REGALIAS;6160200,00;55192.8
5282;1;4;2023;2;REGALIAS;8361669,00;66326.4
5284;1;2;2023;1;REGALIAS;96925,00;0
5284;1;2;2023;2;REGALIAS;734,00;0
5284;1;4;2023;1;REGALIAS;39055,00;0
5284;1;4;2023;2;REGALIAS;46008,00;0
5284;1;5;2023;1;REGALIAS;48263,00;0.000055
5284;1;5;2023;1;REGALIAS;998916,00;0.00011
5284;1;5;2023;1;REGALIAS;1783030,00;0.000194
5284;1;5;2023;2;REGALIAS;607554,00;0.000065
5284;1;6;2023;1;REGALIAS;579,00;0.000005
5284;1;6;2023;1;REGALIAS;2247,00;0.00002
5284;1;6;2023;1;REGALIAS;4539,00;0.000041
5284;1;6;2023;2;REGALIAS;101,00;0.000009
5308;1;2;2023;1;REGALIAS;6156039,00;35003.34
5308;1;4;2023;1;REGALIAS;46537585,00;416940
5308;1;4;2023;2;REGALIAS;36349613,00;288326.4
5308;1;5;2023;1;REGALIAS;7105442,00;0.000534
5308;1;5;2023;2;REGALIAS;15067108,00;0.001078
5308;1;6;2023;1;REGALIAS;11795,00;0.000103
5308;1;6;2023;2;REGALIAS;23164,00;0.0002
5310;1;2;2023;2;REGALIAS;583308,00;2925.72
5310;1;4;2023;2;REGALIAS;17979,00;141.6
5310;1;5;2023;1;REGALIAS;24237858,00;0.002771
5310;1;5;2023;1;REGALIAS;11100875,00;0.001258
5310;1;5;2023;1;REGALIAS;18437842,00;0.002002
5310;1;5;2023;2;REGALIAS;6404290,00;0.000699
5310;1;5;2023;2;REGALIAS;6782986,00;0.000724
5310;1;5;2023;2;REGALIAS;38740878,00;0.004159
5310;1;6;2023;2;REGALIAS;1352,00;0.000012
5347;1;11;2023;1;REGALIAS;2715,00;1
5360;1;1;2023;1;REGALIAS;681476,00;2063
5360;1;1;2023;2;REGALIAS;835743,00;2979
5376;1;2;2023;1;REGALIAS;429304,00;2506.14
5376;1;3;2023;1;REGALIAS;203503,00;336
5376;1;4;2023;1;REGALIAS;928429,00;854.4
5390;1;2;2023;2;REGALIAS;378223,00;1746.36
5390;1;4;2023;2;REGALIAS;3785317,00;28696.8
5390;1;5;2023;2;REGALIAS;4335642,00;0.000462
5390;1;5;2023;2;REGALIAS;8016688,00;0.000859
5390;1;6;2023;2;REGALIAS;6518,00;0.000061
5390;1;6;2023;2;REGALIAS;10106,00;0.00009
5400;1;17;2023;1;REGALIAS;461,00;3
5400;1;2;2023;1;REGALIAS;11596,00;0
5400;1;3;2023;1;REGALIAS;5497,00;0
5400;1;4;2023;1;REGALIAS;25077,00;0
5425;1;5;2023;2;REGALIAS;3572603,00;0.000384
5467;1;18;2023;1;REGALIAS;520883,00;152
5480;1;2;2023;1;REGALIAS;1409709,00;8015.76
5480;1;2;2023;2;REGALIAS;2441467,00;12290.94
5480;1;4;2023;1;REGALIAS;11928501,00;106874.4
5480;1;4;2023;2;REGALIAS;20658861,00;16387.2
5480;1;5;2023;1;REGALIAS;352019,00;0.00004
5480;1;5;2023;1;REGALIAS;523823,00;0.000057
5480;1;6;2023;1;REGALIAS;239,00;0.000002
5480;1;6;2023;1;REGALIAS;682,00;0.000006
5495;1;5;2023;1;REGALIAS;3047231,00;0.000348
5495;1;5;2023;1;REGALIAS;14740834,00;0.001761
5495;1;5;2023;2;REGALIAS;90622712,00;0.000998
5495;1;5;2023;2;REGALIAS;62407568,00;0.006665
5495;1;6;2023;1;REGALIAS;1954,00;0.000018
5495;1;6;2023;1;REGALIAS;15132,00;0.000152
5495;1;6;2023;2;REGALIAS;148708,00;0.001313
5495;1;6;2023;2;REGALIAS;7928,00;0.000735
5579;1;5;2023;1;REGALIAS;247777493,00;0.028276
5579;1;5;2023;1;REGALIAS;239398392,00;0.026997
5579;1;5;2023;1;REGALIAS;138609075,00;0.015206
5579;1;5;2023;2;REGALIAS;253057541,00;0.027381
5579;1;5;2023;2;REGALIAS;319202401,00;0.034235
5579;1;5;2023;2;REGALIAS;283323840,00;0.030411
5579;1;6;2023;1;REGALIAS;7558390,00;0.070761
5579;1;6;2023;1;REGALIAS;10925615,00;0.095143
5579;1;6;2023;1;REGALIAS;133962,00;0.001185
5579;1;6;2023;2;REGALIAS;6220705,00;0.005701
5579;1;6;2023;2;REGALIAS;17354019,00;0.154173
5579;1;6;2023;2;REGALIAS;5292740,00;0.004593
5585;1;9;2023;1;REGALIAS;4828798,00;47599
5585;1;9;2023;2;REGALIAS;1693137,00;14776
5585;1;2;2023;2;REGALIAS;107,00;0
5585;1;3;2023;2;REGALIAS;335,00;0
5585;1;5;2023;1;REGALIAS;47333545,00;0.005347
5585;1;5;2023;1;REGALIAS;109913161,00;0.012076
5585;1;5;2023;1;REGALIAS;122539913,00;0.013355
5585;1;5;2023;2;REGALIAS;142932606,00;0.000153
5585;1;5;2023;2;REGALIAS;157478352,00;0.016895
5585;1;5;2023;2;REGALIAS;1904688,00;0.000205
5585;1;6;2023;1;REGALIAS;68981,00;0.000602
5585;1;6;2023;1;REGALIAS;127596,00;0.001109
5585;1;6;2023;1;REGALIAS;130787,00;0.001181
5585;1;6;2023;2;REGALIAS;90036,00;0.000837
5591;1;9;2023;1;REGALIAS;6789646,00;66928
5591;1;9;2023;2;REGALIAS;5757992,00;50251
5591;1;19;2023;1;REGALIAS;22975165,00;81886
5591;1;19;2023;2;REGALIAS;21881310,00;77988
5591;1;13;2023;2;REGALIAS;49559,00;469.05
5591;1;10;2023;1;REGALIAS;17430100,00;15214
5604;1;20;2023;1;REGALIAS;87332581,00;5858479
5604;1;20;2023;2;REGALIAS;44818860,00;1249478
5604;1;21;2023;1;REGALIAS;54975453,00;3687885
5604;1;21;2023;2;REGALIAS;33169428,00;2225085
5604;1;5;2023;1;REGALIAS;1858572384,00;0.290187
5604;1;5;2023;1;REGALIAS;1546261314,00;0.264671
5604;1;5;2023;1;REGALIAS;1917307641,00;0.022388
5604;1;5;2023;2;REGALIAS;2950066598,00;0.331602
5604;1;5;2023;2;REGALIAS;3324158001,00;0.374168
5604;1;5;2023;2;REGALIAS;1575578262,00;0.018415
5604;1;6;2023;1;REGALIAS;8705773,00;0.231877
5604;1;6;2023;1;REGALIAS;8246351,00;0.228128
5604;1;6;2023;1;REGALIAS;10495259,00;0.216183
5604;1;6;2023;2;REGALIAS;17852012,00;0.016825
5604;1;6;2023;2;REGALIAS;16119054,00;0.290964
5604;1;6;2023;2;REGALIAS;8725939,00;0.093387
5607;1;3;2023;1;REGALIAS;41614,00;676
5607;1;3;2023;2;REGALIAS;36804,00;530
5607;1;4;2023;1;REGALIAS;6119790,00;55471.2
5607;1;4;2023;2;REGALIAS;6602180,00;52982.4
5615;1;2;2023;1;REGALIAS;4810589,00;27352.08
5615;1;2;2023;2;REGALIAS;8597123,00;43278.3
5615;1;4;2023;1;REGALIAS;1072,00;960
5642;1;2;2023;1;REGALIAS;119942,00;0
5642;1;2;2023;2;REGALIAS;7873,00;0
5642;1;4;2023;1;REGALIAS;94921,00;0
5642;1;4;2023;2;REGALIAS;60604,00;0
5649;1;9;2023;1;REGALIAS;89385,00;850
5649;1;9;2023;2;REGALIAS;13915575,00;121443
5660;1;9;2023;1;REGALIAS;7264180,00;71606
5660;1;10;2023;2;REGALIAS;23586387,00;18227
5667;1;5;2023;1;REGALIAS;12781912,00;0.000164
5667;1;5;2023;1;REGALIAS;8369202,00;0.001028
5667;1;6;2023;1;REGALIAS;28528,00;0.00032
5667;1;6;2023;1;REGALIAS;20453,00;0.000214
5670;1;5;2023;1;REGALIAS;37202375,00;0.004254
5670;1;5;2023;1;REGALIAS;31211012,00;0.003509
5670;1;5;2023;1;REGALIAS;45153394,00;0.004902
5670;1;5;2023;2;REGALIAS;26854454,00;0.002885
5670;1;5;2023;2;REGALIAS;20391444,00;0.002179
5670;1;5;2023;2;REGALIAS;32067631,00;0.003446
5670;1;6;2023;1;REGALIAS;693426,00;0.006521
5670;1;6;2023;1;REGALIAS;456605,00;0.003968
5670;1;6;2023;1;REGALIAS;823632,00;0.007158
5670;1;6;2023;2;REGALIAS;197455,00;0.001805
5670;1;6;2023;2;REGALIAS;187112,00;0.001752
5670;1;6;2023;2;REGALIAS;98144,00;0.000847
5679;1;16;2023;1;REGALIAS;2492752,00;18484
5686;1;5;2023;1;REGALIAS;19745005,00;0.002253
5686;1;5;2023;1;REGALIAS;5270639,00;0.000595
5686;1;5;2023;1;REGALIAS;14344804,00;0.001561
5686;1;5;2023;2;REGALIAS;20150814,00;0.002204
5686;1;5;2023;2;REGALIAS;16657092,00;0.001777
5686;1;5;2023;2;REGALIAS;12777168,00;0.001372
5686;1;6;2023;1;REGALIAS;86526,00;0.008085
5686;1;6;2023;1;REGALIAS;43268,00;0.000376
5686;1;6;2023;1;REGALIAS;64682,00;0.000562
5686;1;6;2023;2;REGALIAS;414269,00;0.003661
5686;1;6;2023;2;REGALIAS;21519,00;0.002017
5686;1;6;2023;2;REGALIAS;453126,00;0.003911
5690;1;2;2023;1;REGALIAS;276236,00;1448.28
5690;1;2;2023;2;REGALIAS;339063,00;1707.48
5690;1;4;2023;2;REGALIAS;55831,00;4428
5690;1;5;2023;1;REGALIAS;739411253,00;0.083535
5690;1;5;2023;1;REGALIAS;850135117,00;0.092631
5690;1;5;2023;1;REGALIAS;421903878,00;0.046645
5690;1;5;2023;2;REGALIAS;613290681,00;0.066363
5690;1;5;2023;2;REGALIAS;942920845,00;0.101406
5690;1;5;2023;2;REGALIAS;748444369,00;0.080481
5690;1;6;2023;1;REGALIAS;15837948,00;0.139487
5690;1;6;2023;1;REGALIAS;30321671,00;0.263533
5690;1;6;2023;1;REGALIAS;5904944,00;0.053168
5690;1;6;2023;2;REGALIAS;11814417,00;0.108073
5690;1;6;2023;2;REGALIAS;12734253,00;0.111663
5690;1;6;2023;2;REGALIAS;11151766,00;0.098521
5736;1;5;2023;1;REGALIAS;901421750,00;0.334932
5736;1;5;2023;1;REGALIAS;1257373572,00;0.420177
5736;1;5;2023;1;REGALIAS;1157187149,00;0.475014
5736;1;5;2023;2;REGALIAS;922617302,00;0.448239
5736;1;5;2023;2;REGALIAS;878469844,00;0.464538
5736;1;5;2023;2;REGALIAS;657246728,00;0.472664
5736;1;6;2023;1;REGALIAS;6166976,00;0.507124
5736;1;6;2023;1;REGALIAS;4305420,00;0.327347
5736;1;6;2023;1;REGALIAS;11486186,00;0.996789
5736;1;6;2023;2;REGALIAS;4808489,00;0.425405
5736;1;6;2023;2;REGALIAS;10354219,00;0.872788
5736;1;6;2023;2;REGALIAS;8736272,00;0.764915
5756;1;9;2023;1;REGALIAS;56140877,00;553204
5756;1;9;2023;2;REGALIAS;35921015,00;313486
5761;1;8;2023;2;REGALIAS;71422351,00;3271
5761;1;2;2023;1;REGALIAS;5166996,00;19593.9
5761;1;2;2023;2;REGALIAS;3852083,00;11283.3
5761;1;4;2023;1;REGALIAS;9419873,00;84398.4
5761;1;4;2023;2;REGALIAS;17284353,00;128980.8
5790;1;15;2023;2;REGALIAS;278829,00;0
5790;1;5;2023;1;REGALIAS;249326927,00;0.020785
5790;1;5;2023;1;REGALIAS;296110920,00;0.023108
5790;1;5;2023;1;REGALIAS;127386447,00;0.009562
5790;1;5;2023;2;REGALIAS;269863622,00;0.020863
5790;1;5;2023;2;REGALIAS;137510923,00;0.000984
5790;1;5;2023;2;REGALIAS;71460233,00;0.000605
5790;1;6;2023;1;REGALIAS;253229,00;0.002246
5790;1;6;2023;1;REGALIAS;228593,00;0.001987
5790;1;6;2023;1;REGALIAS;10999,00;0.000983
5790;1;6;2023;2;REGALIAS;106948,00;0.000994
5790;1;6;2023;2;REGALIAS;43943,00;0.000382
5790;1;6;2023;2;REGALIAS;4473,00;0.000395
5792;1;2;2023;1;REGALIAS;3752492,00;24531.66
5792;1;2;2023;2;REGALIAS;2463132,00;14254.38
5792;1;4;2023;1;REGALIAS;2969705,00;30592.8
5792;1;4;2023;2;REGALIAS;1896055,00;17284.8
5809;1;8;2023;1;REGALIAS;689952765,00;10401
5809;1;8;2023;2;REGALIAS;1011656044,00;22895
5809;1;2;2023;1;REGALIAS;3589696,00;36015.84
5809;1;2;2023;2;REGALIAS;4904789,00;19883.88
5809;1;4;2023;1;REGALIAS;5323705,00;80032.8
5809;1;4;2023;2;REGALIAS;7963808,00;47551.2
5819;1;11;2023;1;REGALIAS;19457,00;45
5819;1;11;2023;2;REGALIAS;24417,00;19
5819;1;2;2023;1;REGALIAS;711001,00;5031.72
5819;1;4;2023;1;REGALIAS;1063650,00;11863.2
5819;1;4;2023;2;REGALIAS;870876,00;8599.2
